用户（身份证）,信用评级,平台类型
210000196303206898,76,CreditCard
310000195001208176,88,CreditCard
150000197202126854,48,CreditCard
630000199403307671,16,CreditCard
350000197707295378,43,CreditCard
320000199611163956,19,CreditCard
140000197009114200,39,CreditCard
640000197103220956,32,CreditCard
430000198810090631,29,CreditCard
330000199908219318,49,CreditCard
140000195202095727,14,CreditCard
350000198912049998,51,CreditCard
420000198112301970,96,CreditCard
420000198705164799,0,CreditCard
540000195310249767,15,CreditCard
420000196510059367,43,CreditCard
420000198808239597,0,CreditCard
430000199510205745,64,CreditCard
620000195302125123,4,CreditCard
110000200405125218,43,CreditCard
620000196501056778,74,CreditCard
630000197601105633,4,CreditCard
520000198310171058,34,CreditCard
330000196912254155,26,CreditCard
120000200210137675,75,CreditCard
410000200005107871,56,CreditCard
410000195012205177,42,CreditCard
320000196101060742,25,CreditCard
350000198406059560,15,CreditCard
510000196708130036,69,CreditCard
640000195106190693,99,CreditCard
620000195711141458,24,CreditCard
530000198308237507,94,CreditCard
510000199505278798,60,CreditCard
220000196312074091,48,CreditCard
140000198109024653,23,CreditCard
210000196003288019,10,CreditCard
510000196407173374,37,CreditCard
520000195601068479,65,CreditCard
150000200609137824,34,CreditCard
370000198807192112,95,CreditCard
420000195605087956,4,CreditCard
330000198804266289,59,CreditCard
450000197804164285,69,CreditCard
350000198207118951,95,CreditCard
510000198810144046,61,CreditCard
230000199608258602,61,CreditCard
410000199602254874,55,CreditCard
330000199505062969,53,CreditCard
370000198108267381,54,CreditCard
450000197703156366,42,CreditCard
420000196405154493,38,CreditCard
320000198501250907,91,CreditCard
210000199809082638,13,CreditCard
610000198503195736,82,CreditCard
410000196007152140,30,CreditCard
110000195612175361,24,CreditCard
41000019620414764X,4,CreditCard
410000196603142379,48,CreditCard
530000199312279982,10,CreditCard
220000200302051362,31,CreditCard
460000200510180358,3,CreditCard
210000200111234746,63,CreditCard
540000200608185464,26,CreditCard
110000196103262058,42,CreditCard
650000200407178546,70,CreditCard
230000199404151766,14,CreditCard
120000195207109186,51,CreditCard
110000198107143987,57,CreditCard
110000198312226351,6,CreditCard
410000197910215376,62,CreditCard
650000200107148038,57,CreditCard
320000199507255025,93,CreditCard
140000197511032972,84,CreditCard
650000197408078622,87,CreditCard
500000195607228820,35,CreditCard
65000019840725115X,1,CreditCard
130000198310159937,69,CreditCard
640000195408025490,22,CreditCard
520000196009108165,90,CreditCard
540000196812069015,60,CreditCard
410000197412230661,3,CreditCard
350000199611144291,66,CreditCard
520000195010126104,27,CreditCard
640000199712114648,23,CreditCard
23000019970810204X,8,CreditCard
310000195311047793,60,CreditCard
140000200102172493,25,CreditCard
530000196505178543,54,CreditCard
440000196403289208,67,CreditCard
230000197402150541,49,CreditCard
230000198007049528,33,CreditCard
540000200302264290,19,CreditCard
540000199607271189,1,CreditCard
520000199504159705,44,CreditCard
650000195303037411,30,CreditCard
420000197009122531,92,CreditCard
430000197304107029,38,CreditCard
540000195408147478,18,CreditCard
460000195804185783,16,CreditCard
340000195509059963,57,CreditCard
330000200003169593,4,CreditCard
540000198012233453,68,CreditCard
350000197904122708,48,CreditCard
120000195909219531,4,CreditCard
510000198508135341,32,CreditCard
460000195610187051,0,CreditCard
510000195910080250,7,CreditCard
230000199609194030,9,CreditCard
210000197005245295,69,CreditCard
120000199206034467,73,CreditCard
360000196606214388,75,CreditCard
410000197108136451,68,CreditCard
450000198104085863,9,CreditCard
330000196110187464,26,CreditCard
310000198211131158,26,CreditCard
140000197911216172,28,CreditCard
450000200210319192,30,CreditCard
540000200503263016,83,CreditCard
140000197104074673,82,CreditCard
230000199909168440,61,CreditCard
140000197301168011,80,CreditCard
440000198201229003,30,CreditCard
340000199808205068,70,CreditCard
630000195105063316,99,CreditCard
340000199010030940,29,CreditCard
130000200301255230,62,CreditCard
110000197101226779,1,CreditCard
540000200310124343,71,CreditCard
130000196611227711,58,CreditCard
410000200012289554,52,CreditCard
500000196807167772,41,CreditCard
510000198202146507,5,CreditCard
460000200411072722,27,CreditCard
140000199109208254,9,CreditCard
310000200411196060,23,CreditCard
42000019600611075X,89,CreditCard
120000195412191844,56,CreditCard
15000020060920605X,6,CreditCard
150000198211108230,6,CreditCard
630000195310318322,70,CreditCard
440000195301075781,48,CreditCard
540000195101319888,29,CreditCard
650000198609145179,89,CreditCard
460000199808110410,49,CreditCard
350000197812144336,37,CreditCard
230000195505113760,36,CreditCard
360000199210062414,87,CreditCard
320000196401247410,25,CreditCard
370000200111042642,40,CreditCard
32000020060128109X,7,CreditCard
420000199402169706,73,CreditCard
540000198009139298,55,CreditCard
510000199009140044,58,CreditCard
510000195701152406,86,CreditCard
460000195604221866,32,CreditCard
520000199009144338,70,CreditCard
430000199711281816,66,CreditCard
230000200506021570,30,CreditCard
360000195105065404,7,CreditCard
630000199702284342,15,CreditCard
650000197304106529,14,CreditCard
540000197211057937,36,CreditCard
310000196705131247,59,CreditCard
130000198811185535,56,CreditCard
500000199812035831,50,CreditCard
41000020040409406X,85,CreditCard
220000195406049159,15,CreditCard
450000195204246413,12,CreditCard
530000199606283274,35,CreditCard
530000196410217087,81,CreditCard
450000195105019282,77,CreditCard
500000199511068664,22,CreditCard
410000195212187313,53,CreditCard
12000019520316943X,6,CreditCard
340000195206178068,95,CreditCard
350000195802205757,23,CreditCard
220000196501041803,7,CreditCard
330000200104197227,78,CreditCard
370000195006194691,27,CreditCard
320000197612038197,40,CreditCard
430000200606113672,75,CreditCard
530000196809198367,14,CreditCard
140000195602045905,88,CreditCard
640000199006035264,26,CreditCard
640000200409065498,64,CreditCard
650000195501200582,64,CreditCard
460000198005116806,91,CreditCard
410000195510149876,65,CreditCard
22000019960711877X,82,CreditCard
540000197209163415,84,CreditCard
520000200606217959,7,CreditCard
63000019791126623X,29,CreditCard
130000195703208142,64,CreditCard
500000200601314756,70,CreditCard
120000196604276847,38,CreditCard
540000195403219639,10,CreditCard
340000197405109056,63,CreditCard
420000195512034230,43,CreditCard
120000199210222452,19,CreditCard
460000199503241866,66,CreditCard
110000200410201078,59,CreditCard
350000196806103752,46,CreditCard
460000199108094018,18,CreditCard
610000195105071515,75,CreditCard
110000196407170697,11,CreditCard
640000196202237353,64,CreditCard
63000019931102309X,13,CreditCard
420000197111073991,89,CreditCard
510000196508094077,28,CreditCard
370000198604131280,87,CreditCard
310000199112134411,86,CreditCard
310000200501182527,28,CreditCard
210000200101096693,39,CreditCard
420000195405234077,98,CreditCard
140000197206231107,74,CreditCard
120000195006045446,62,CreditCard
230000196305284447,89,CreditCard
540000200501268534,15,CreditCard
360000197807185522,37,CreditCard
220000196603128168,37,CreditCard
440000197408193744,56,CreditCard
360000195807241070,10,CreditCard
320000199808238472,23,CreditCard
450000199002182456,3,CreditCard
610000199405061093,4,CreditCard
33000019780202437X,98,CreditCard
440000199111058639,63,CreditCard
150000199212274243,65,CreditCard
130000196801026937,49,CreditCard
610000198307235497,5,CreditCard
640000197902107036,73,CreditCard
410000195809189223,88,CreditCard
370000195408076719,29,CreditCard
350000196403069270,84,CreditCard
21000019810112237X,43,CreditCard
520000196901053353,38,CreditCard
12000019851107425X,9,CreditCard
13000020030318208X,22,CreditCard
410000200305060016,52,CreditCard
440000195608203346,39,CreditCard
370000200102167910,86,CreditCard
630000200401097397,34,CreditCard
410000200610281341,23,CreditCard
420000196212221952,97,CreditCard
500000196703046925,18,CreditCard
500000198808252521,32,CreditCard
350000196706019836,81,CreditCard
340000198012038167,8,CreditCard
520000195510025705,11,CreditCard
330000199805167906,52,CreditCard
61000019930609157X,83,CreditCard
650000196605210624,13,CreditCard
140000198205306861,55,CreditCard
330000196911097338,0,CreditCard
320000200601047797,68,CreditCard
220000196501167019,85,CreditCard
610000199303027871,85,CreditCard
360000198406054390,99,CreditCard
120000196305228212,89,CreditCard
410000198910226176,45,CreditCard
350000200606056313,80,CreditCard
540000199607268043,45,CreditCard
520000197912210371,33,CreditCard
320000197009190792,87,CreditCard
360000199511075665,15,CreditCard
310000195409202798,76,CreditCard
150000200306013701,68,CreditCard
410000200501285386,45,CreditCard
320000199910105692,75,CreditCard
120000197207063420,15,CreditCard
310000199801253483,52,CreditCard
450000196608198627,25,CreditCard
320000195701023713,86,CreditCard
150000198307277960,50,CreditCard
360000199811079895,69,CreditCard
36000019961006366X,52,CreditCard
640000196211243165,43,CreditCard
350000195412258706,25,CreditCard
510000197304166192,30,CreditCard
640000198305010660,32,CreditCard
410000199112232656,33,CreditCard
620000198411050953,8,CreditCard
510000198507186200,18,CreditCard
620000198603056786,6,CreditCard
110000199301064128,51,CreditCard
610000200604119791,57,CreditCard
520000196601038987,34,CreditCard
520000200010069887,30,CreditCard
120000200110205247,60,CreditCard
150000198105174138,1,CreditCard
650000200002194783,90,CreditCard
320000196607134630,91,CreditCard
540000196801238944,78,CreditCard
320000195801273533,63,CreditCard
510000200610218573,72,CreditCard
120000199206287317,63,CreditCard
650000198607299019,29,CreditCard
370000196304217809,80,CreditCard
520000198205219072,3,CreditCard
120000197508011755,38,CreditCard
510000198203079190,64,CreditCard
46000019581011907X,75,CreditCard
230000198611209196,80,CreditCard
31000019530823175X,90,CreditCard
230000198407256059,57,CreditCard
340000196904058738,86,CreditCard
120000199709170057,28,CreditCard
620000198304245624,54,CreditCard
63000019820630002X,40,CreditCard
610000198202284778,40,CreditCard
360000197012309050,53,CreditCard
540000198709150412,88,CreditCard
350000199701107224,61,CreditCard
310000199302274685,30,CreditCard
520000196412033976,58,CreditCard
14000019961128675X,30,CreditCard
51000019970418687X,2,CreditCard
320000197510239852,0,CreditCard
420000196309228480,24,CreditCard
320000199909260302,42,CreditCard
610000197304131321,87,CreditCard
410000197210193698,53,CreditCard
510000199004277332,72,CreditCard
120000197512023572,13,CreditCard
220000197001319594,68,CreditCard
650000199703036424,80,CreditCard
120000198302260021,38,CreditCard
500000195912116024,21,CreditCard
630000198512300319,20,CreditCard
230000196909250045,18,CreditCard
350000200103168452,13,CreditCard
640000195712141509,19,CreditCard
110000195304063181,47,CreditCard
210000197505261064,11,CreditCard
510000198205108362,34,CreditCard
530000199804048566,12,CreditCard
500000196003126019,51,CreditCard
420000199606049423,31,CreditCard
150000199203151698,45,CreditCard
640000195610146835,36,CreditCard
510000198911218251,38,CreditCard
330000197203314025,77,CreditCard
340000196710118253,21,CreditCard
64000019690119353X,87,CreditCard
440000195605231202,25,CreditCard
410000199906177898,31,CreditCard
440000196102231731,78,CreditCard
230000195806234873,54,CreditCard
340000199407188519,57,CreditCard
110000197802143394,97,CreditCard
630000196005300016,91,CreditCard
410000195604231862,41,CreditCard
610000195912141452,82,CreditCard
460000198306270380,79,CreditCard
510000196603264054,90,CreditCard
370000197303046643,23,CreditCard
500000195807208621,31,CreditCard
150000195412096498,24,CreditCard
140000199102180957,39,CreditCard
150000196906147480,95,CreditCard
360000198906048683,53,CreditCard
360000195106037157,97,CreditCard
640000199110223898,71,CreditCard
150000196103102588,97,CreditCard
500000197408317168,2,CreditCard
510000198203268143,16,CreditCard
430000198206128453,73,CreditCard
540000199710268316,25,CreditCard
340000198107244780,60,CreditCard
460000199003024435,100,CreditCard
220000196409268861,29,CreditCard
520000196303016341,70,CreditCard
350000199507283048,88,CreditCard
61000019671211477X,18,CreditCard
150000196212229270,26,CreditCard
420000197709050460,75,CreditCard
500000198008183134,35,CreditCard
350000200206172200,1,CreditCard
370000195406285488,23,CreditCard
620000195408309756,33,CreditCard
220000195008033178,33,CreditCard
510000199412035543,18,CreditCard
620000198504043226,21,CreditCard
310000200001256120,56,CreditCard
230000196112046637,24,CreditCard
43000020000416216X,56,CreditCard
510000195403306382,9,CreditCard
510000196608242620,24,CreditCard
520000197911040884,98,CreditCard
130000196205248883,95,CreditCard
130000199705067337,28,CreditCard
450000196901134411,74,CreditCard
120000198501080613,91,CreditCard
210000196811090617,63,CreditCard
130000195303189114,53,CreditCard
330000195103155398,65,CreditCard
540000198910023642,19,CreditCard
320000196503223751,96,CreditCard
410000198712095339,68,CreditCard
320000197306215618,20,CreditCard
320000199303037018,97,CreditCard
220000198311100816,63,CreditCard
370000196306252077,19,CreditCard
53000019700209086X,85,CreditCard
500000196911107980,75,CreditCard
540000199408209227,30,CreditCard
500000195404154446,90,CreditCard
410000198804272400,16,CreditCard
120000197210094711,56,CreditCard
450000196403038961,9,CreditCard
150000198708163198,34,CreditCard
210000198906236454,46,CreditCard
530000197210111354,16,CreditCard
420000200108284397,45,CreditCard
350000198611230582,53,CreditCard
340000196512169455,3,CreditCard
440000195110104586,42,CreditCard
110000198005115205,66,CreditCard
120000200102222098,53,CreditCard
500000197601030257,62,CreditCard
510000195906225613,94,CreditCard
410000198503131452,31,CreditCard
620000199812221631,68,CreditCard
430000199107030623,36,CreditCard
650000200107043711,75,CreditCard
420000197608053697,35,CreditCard
130000195806055230,79,CreditCard
500000198312010457,84,CreditCard
430000197012161410,62,CreditCard
540000198210194408,17,CreditCard
220000198802190027,42,CreditCard
320000199212267758,18,CreditCard
34000019781124638X,6,CreditCard
520000200608107470,95,CreditCard
330000200608087339,36,CreditCard
220000195902067284,83,CreditCard
310000197912258392,3,CreditCard
330000199506129897,55,CreditCard
320000195101143965,27,CreditCard
610000195204193104,61,CreditCard
12000020010526412X,6,CreditCard
