用户（身份证）,信用评级,平台类型
510000196409159381,59,WeChat
120000197202283416,94,WeChat
610000195809240989,48,WeChat
310000200202061450,73,WeChat
410000198809018911,34,WeChat
330000197309038866,17,WeChat
320000199809271645,99,WeChat
450000197803156419,34,WeChat
320000200009282341,53,WeChat
22000019970215359X,85,WeChat
360000199403306905,75,WeChat
130000200012067583,89,WeChat
130000199402261407,55,WeChat
520000199010065565,76,WeChat
210000197304189107,20,WeChat
230000199009138190,74,WeChat
54000019860605353X,19,WeChat
130000197002222987,81,WeChat
410000200101213420,39,WeChat
130000197905050119,32,WeChat
630000195501172450,63,WeChat
540000197011291219,2,WeChat
220000200403250723,16,WeChat
540000196211163639,36,WeChat
530000197312077556,2,WeChat
360000197608095751,43,WeChat
64000019701108335X,33,WeChat
140000197501299294,89,WeChat
23000019730405824X,60,WeChat
35000019780601093X,94,WeChat
11000019781213394X,30,WeChat
460000196710117151,48,WeChat
44000019840508183X,76,WeChat
210000197712153699,53,WeChat
460000196108260377,59,WeChat
410000197011232252,87,WeChat
51000019810504172X,95,WeChat
140000198701047694,22,WeChat
120000195911197853,13,WeChat
620000198701251534,27,WeChat
440000196512190469,97,WeChat
230000196606056210,43,WeChat
210000196606128217,82,WeChat
110000198107314811,97,WeChat
430000198403300355,74,WeChat
340000200007076302,97,WeChat
430000198601282899,60,WeChat
330000199503161699,98,WeChat
320000195101301476,27,WeChat
14000020030919784X,36,WeChat
510000200008096083,8,WeChat
120000196702020271,8,WeChat
500000198612070304,48,WeChat
410000196209135066,77,WeChat
140000197709100061,95,WeChat
340000197312169498,98,WeChat
650000198706035393,90,WeChat
230000198504118862,8,WeChat
220000198510177314,46,WeChat
330000195106241080,89,WeChat
110000197102127705,70,WeChat
370000198311055800,21,WeChat
510000195902238089,33,WeChat
440000196602234373,12,WeChat
210000200612256943,39,WeChat
420000199512017391,23,WeChat
530000197806100429,44,WeChat
650000196203308506,85,WeChat
650000195503235201,51,WeChat
340000198506265140,56,WeChat
530000200202174616,46,WeChat
410000199502216061,79,WeChat
370000198212290477,43,WeChat
540000200608154254,85,WeChat
230000196909130043,95,WeChat
210000199902067854,0,WeChat
340000196601094600,64,WeChat
630000195405096312,73,WeChat
230000197208184801,87,WeChat
450000196701123304,62,WeChat
310000195110120798,8,WeChat
650000197005259154,78,WeChat
62000019950923232X,92,WeChat
220000196008016911,78,WeChat
500000200112157040,30,WeChat
65000019890706668X,8,WeChat
520000200407303571,52,WeChat
130000200208182065,93,WeChat
350000199905294148,90,WeChat
420000199603238034,84,WeChat
530000199503255035,100,WeChat
230000198605062925,29,WeChat
540000198009066957,99,WeChat
450000197012163866,98,WeChat
500000199912275568,89,WeChat
150000198909282716,86,WeChat
640000195410211874,64,WeChat
410000196107074354,29,WeChat
140000200107064619,64,WeChat
640000200204033142,66,WeChat
230000199711255565,90,WeChat
520000196708012891,13,WeChat
64000019890402698X,51,WeChat
320000199009220460,98,WeChat
640000196004306872,71,WeChat
150000200305077834,55,WeChat
510000197803027429,17,WeChat
430000199706066994,24,WeChat
220000196204155775,39,WeChat
12000019680717551X,20,WeChat
31000019680723735X,59,WeChat
520000197301318826,40,WeChat
510000195006101957,83,WeChat
530000196211093544,42,WeChat
34000019890519591X,49,WeChat
220000199002149821,95,WeChat
360000199403063843,91,WeChat
120000197612199495,47,WeChat
130000195411174155,53,WeChat
340000195708180299,27,WeChat
620000195006309534,73,WeChat
46000019620412405X,71,WeChat
430000200201082628,43,WeChat
340000195011279571,60,WeChat
450000200007015601,55,WeChat
610000197711267170,76,WeChat
630000197103222378,38,WeChat
630000196507130299,24,WeChat
610000195302240832,14,WeChat
110000198301317821,97,WeChat
330000199712092554,58,WeChat
210000197301030678,50,WeChat
410000196807103013,17,WeChat
46000019971019461X,43,WeChat
310000196708315500,90,WeChat
650000196705020043,34,WeChat
500000199807020977,76,WeChat
32000019750907988X,27,WeChat
340000198209190699,76,WeChat
360000199704135425,0,WeChat
620000196508242928,38,WeChat
640000195102065473,1,WeChat
350000197509118776,13,WeChat
430000198011173449,69,WeChat
500000197811307808,65,WeChat
370000195302044903,66,WeChat
510000199909300920,68,WeChat
350000200309283042,14,WeChat
440000200404188803,45,WeChat
610000195605300732,97,WeChat
370000199407065813,100,WeChat
210000199208205997,98,WeChat
340000196608108964,67,WeChat
140000198507105272,38,WeChat
540000199903296532,98,WeChat
540000199007222703,43,WeChat
610000195101047614,5,WeChat
530000195806054144,62,WeChat
210000199505196513,35,WeChat
120000195606173046,15,WeChat
12000019950520813X,96,WeChat
650000195007070022,83,WeChat
520000196806279477,1,WeChat
440000200003090821,32,WeChat
320000196002066196,85,WeChat
330000195305318781,6,WeChat
610000196503079824,66,WeChat
130000197710078613,11,WeChat
650000196609048222,80,WeChat
210000199805155473,57,WeChat
330000195007157641,42,WeChat
420000197905224974,80,WeChat
510000197004067299,14,WeChat
350000195706188248,72,WeChat
460000199806085792,17,WeChat
640000199103233692,22,WeChat
510000200011202043,14,WeChat
33000019891219645X,48,WeChat
330000195708158233,73,WeChat
330000198608138036,92,WeChat
230000199409302711,95,WeChat
620000198309094757,25,WeChat
650000195604135525,25,WeChat
130000200003241762,62,WeChat
430000199501268373,46,WeChat
520000195108127826,18,WeChat
540000199005142697,86,WeChat
220000197512199758,65,WeChat
210000200212100990,80,WeChat
350000195009161592,11,WeChat
530000199507185214,6,WeChat
320000198009248581,31,WeChat
330000195602024392,56,WeChat
500000198009115512,67,WeChat
630000196111068038,24,WeChat
53000019540519391X,21,WeChat
150000200003260502,36,WeChat
520000196408059225,4,WeChat
130000199910293034,51,WeChat
310000198207085646,88,WeChat
15000019820113825X,16,WeChat
210000196508097488,20,WeChat
440000198511026519,46,WeChat
310000199909125248,6,WeChat
34000019660920769X,72,WeChat
320000197210044228,14,WeChat
210000196209266085,60,WeChat
320000199612051163,69,WeChat
620000195712280636,4,WeChat
610000197603104382,87,WeChat
370000197507111902,65,WeChat
420000198003084946,85,WeChat
630000197905055997,99,WeChat
510000196804256018,75,WeChat
330000198111026864,29,WeChat
460000197605104070,9,WeChat
610000196508075742,95,WeChat
350000197412167467,18,WeChat
530000197711268958,31,WeChat
420000198906280323,30,WeChat
440000195109272910,35,WeChat
140000198207124113,58,WeChat
320000198609282230,47,WeChat
220000197812076493,11,WeChat
530000199805043388,86,WeChat
430000195905302111,70,WeChat
350000200501010896,6,WeChat
520000198301074440,84,WeChat
510000197107267525,30,WeChat
210000198012319197,73,WeChat
460000197704026151,93,WeChat
610000198402079218,94,WeChat
350000198608254903,94,WeChat
410000198812290801,57,WeChat
350000200007027916,97,WeChat
330000199612149429,89,WeChat
140000196109038634,0,WeChat
440000197404279874,8,WeChat
460000199204039297,55,WeChat
450000198610073662,47,WeChat
450000200512261694,77,WeChat
330000200307103796,8,WeChat
610000199506239655,59,WeChat
230000196507221647,18,WeChat
540000198509261396,13,WeChat
220000197902212903,66,WeChat
120000197106199062,40,WeChat
220000197109027876,34,WeChat
350000196801297367,55,WeChat
410000198303282918,97,WeChat
360000197006151947,57,WeChat
120000198708286379,68,WeChat
360000195209015268,72,WeChat
650000197907053083,54,WeChat
120000200209147323,40,WeChat
430000195207143571,17,WeChat
230000198404079958,51,WeChat
330000198603203150,44,WeChat
460000198509160915,92,WeChat
420000198911127585,36,WeChat
650000195401278796,38,WeChat
630000197502053030,19,WeChat
440000198208319650,40,WeChat
43000019781201999X,11,WeChat
220000196305167003,61,WeChat
150000195411221074,80,WeChat
520000195305134275,22,WeChat
540000200203294603,50,WeChat
460000198301179684,44,WeChat
610000196405176778,53,WeChat
230000196808071435,64,WeChat
620000198708207384,5,WeChat
310000196805238201,95,WeChat
360000199206023770,85,WeChat
500000198108075034,8,WeChat
120000195709154198,80,WeChat
640000195303122622,91,WeChat
610000196106132505,89,WeChat
450000199003232873,6,WeChat
21000019500120768X,19,WeChat
460000195102275012,99,WeChat
530000197409293108,25,WeChat
630000197706235303,9,WeChat
620000198909237512,84,WeChat
310000196403018927,42,WeChat
330000200108206768,70,WeChat
460000200503293362,70,WeChat
530000199106080972,82,WeChat
53000019510718023X,57,WeChat
440000197802080473,87,WeChat
320000200608291004,20,WeChat
11000019550706378X,71,WeChat
430000199605042678,99,WeChat
430000195811198333,8,WeChat
450000199412048778,72,WeChat
310000197405254936,33,WeChat
110000196203214993,26,WeChat
320000200411114805,77,WeChat
520000195611208252,99,WeChat
540000195311111241,4,WeChat
440000196303061935,20,WeChat
540000195907048458,6,WeChat
650000197903286197,99,WeChat
320000199201239372,43,WeChat
110000198406140137,6,WeChat
440000197904127252,7,WeChat
410000198912306524,31,WeChat
140000200607018790,94,WeChat
340000195512233889,57,WeChat
150000196406290280,2,WeChat
120000195703297956,19,WeChat
410000196910090556,16,WeChat
360000198703017270,36,WeChat
650000197507082758,18,WeChat
22000019620712099X,93,WeChat
320000200011073565,34,WeChat
650000197112085911,22,WeChat
610000195309210978,77,WeChat
640000200410271766,96,WeChat
420000196408268314,19,WeChat
640000200110194869,52,WeChat
120000196710204206,29,WeChat
320000199106121843,89,WeChat
220000196603025038,55,WeChat
110000195609179484,55,WeChat
440000198409017341,39,WeChat
63000019620219999X,14,WeChat
420000197802104400,66,WeChat
540000196403189841,68,WeChat
530000199508276177,48,WeChat
540000196301307376,22,WeChat
320000198601019067,24,WeChat
370000200204054271,11,WeChat
320000196908255700,47,WeChat
500000200408248697,42,WeChat
110000195811237780,22,WeChat
360000197109171721,12,WeChat
310000197210215662,85,WeChat
640000196807301952,29,WeChat
310000196106283089,50,WeChat
310000199708086983,16,WeChat
140000198512316728,36,WeChat
320000197809138431,54,WeChat
210000196205149367,16,WeChat
530000198201084248,66,WeChat
120000199408178565,65,WeChat
410000197201074427,73,WeChat
430000197807163129,70,WeChat
500000195111210395,35,WeChat
45000019820823099X,24,WeChat
540000198812089322,20,WeChat
330000197310120031,41,WeChat
320000197206196501,11,WeChat
610000198602227828,60,WeChat
500000195405120774,14,WeChat
410000195904189504,62,WeChat
610000198403267448,52,WeChat
510000195207130420,5,WeChat
500000196006016990,19,WeChat
610000195207055700,11,WeChat
500000197606207752,88,WeChat
230000197708203781,94,WeChat
340000195308306403,54,WeChat
460000200103107444,86,WeChat
350000199111260878,63,WeChat
460000197501056297,32,WeChat
220000195504198297,71,WeChat
420000197902266626,13,WeChat
220000200105247403,19,WeChat
330000196703010963,51,WeChat
630000200007017336,58,WeChat
370000198310077776,81,WeChat
320000197106306638,3,WeChat
430000197812015200,51,WeChat
450000196601195773,92,WeChat
36000019670221867X,59,WeChat
130000199311296129,4,WeChat
230000196912288204,19,WeChat
640000200009258434,12,WeChat
650000198405254357,0,WeChat
21000019790426844X,57,WeChat
320000200204203071,12,WeChat
220000196809289223,47,WeChat
640000196210030168,45,WeChat
420000197310046064,84,WeChat
520000197708020722,39,WeChat
330000199410184883,75,WeChat
370000198012095204,75,WeChat
230000195805076041,79,WeChat
360000197306115243,86,WeChat
460000197108107158,45,WeChat
420000199402211003,23,WeChat
320000195811076576,2,WeChat
110000196109215885,23,WeChat
520000199208301957,62,WeChat
210000195205307690,0,WeChat
130000198905213568,7,WeChat
500000196708317288,57,WeChat
140000195704154926,55,WeChat
530000196606064617,20,WeChat
630000195005021557,84,WeChat
21000019881005172X,45,WeChat
210000196602220278,69,WeChat
440000197510317213,2,WeChat
220000199108160914,4,WeChat
630000196207236702,6,WeChat
510000198108161858,83,WeChat
630000195706037084,74,WeChat
430000196810156670,95,WeChat
510000195306076263,96,WeChat
370000197212264098,80,WeChat
21000019560623658X,57,WeChat
370000199708223862,4,WeChat
460000200604154556,17,WeChat
620000200405021347,87,WeChat
140000196509027029,67,WeChat
500000199907093639,38,WeChat
630000197005285762,43,WeChat
420000197402179809,80,WeChat
220000197907150414,94,WeChat
430000199504302151,97,WeChat
13000019520306025X,16,WeChat
11000019610915383X,19,WeChat
360000196909098476,98,WeChat
410000198405239080,66,WeChat
520000198302172181,87,WeChat
220000199208046967,67,WeChat
530000196711280450,77,WeChat
320000198311226164,93,WeChat
420000195705190686,12,WeChat
650000197704208719,33,WeChat
130000195105080994,68,WeChat
540000196110088983,85,WeChat
110000197701237455,8,WeChat
520000196104162979,70,WeChat
360000195302146991,84,WeChat
460000200508041658,4,WeChat
530000199903169013,39,WeChat
310000196902093315,7,WeChat
520000198110042112,81,WeChat
230000198604065438,39,WeChat
530000200604292092,5,WeChat
650000198603102901,66,WeChat
460000196408298537,88,WeChat
630000198811069508,50,WeChat
61000019810125377X,66,WeChat
430000196608163578,11,WeChat
360000196010117931,69,WeChat
22000019990214695X,51,WeChat
500000196709101171,88,WeChat
460000197205053809,50,WeChat
120000200503014847,93,WeChat
500000200503031613,43,WeChat
610000196006023571,57,WeChat
220000199312274126,17,WeChat
430000199012298889,25,WeChat
11000019910309238X,58,WeChat
500000198403125129,91,WeChat
340000200306237604,97,WeChat
440000199512319406,50,WeChat
350000196408128970,50,WeChat
150000197206229498,60,WeChat
540000198707015129,44,WeChat
410000197405281305,88,WeChat
500000198306225232,61,WeChat
520000200108270650,99,WeChat
150000199002081742,38,WeChat
210000195102282961,73,WeChat
330000197605299139,14,WeChat
630000200501011650,80,WeChat
31000019980429685X,53,WeChat
650000196212191223,1,WeChat
330000196608163283,24,WeChat
450000197106079913,65,WeChat
150000199708251176,26,WeChat
140000200205187567,14,WeChat
420000197506160539,61,WeChat
350000197809054372,76,WeChat
500000197011284644,12,WeChat
120000198903149804,92,WeChat
410000196007190155,60,WeChat
650000195002168127,4,WeChat
610000196304301875,32,WeChat
420000196510125491,97,WeChat
61000019790702367X,46,WeChat
330000199811181990,30,WeChat
370000198611026796,56,WeChat
360000198006270270,94,WeChat
340000197105318585,93,WeChat
610000195212021855,29,WeChat
500000196902133220,32,WeChat
640000195310099731,66,WeChat
150000200012032253,62,WeChat
360000200209190051,60,WeChat
630000196110142507,74,WeChat
110000195405218293,50,WeChat
430000196605091919,49,WeChat
410000195204269001,15,WeChat
650000198801166658,3,WeChat
640000199911046393,97,WeChat
230000197510105609,67,WeChat
45000020060422900X,60,WeChat
35000019960215800X,13,WeChat
350000199703179010,79,WeChat
36000019510427284X,85,WeChat
330000196401258656,23,WeChat
130000198606293668,55,WeChat
420000198606010882,22,WeChat
210000196902069477,42,WeChat
210000199007284369,45,WeChat
230000196005303677,32,WeChat
340000195408260078,73,WeChat
110000197011132509,8,WeChat
350000195703304338,24,WeChat
420000196104293465,17,WeChat
440000198001214915,41,WeChat
520000196502093366,10,WeChat
150000196804187967,66,WeChat
510000196405117512,12,WeChat
610000197006048220,20,WeChat
370000199412083864,27,WeChat
330000197006016619,86,WeChat
340000199212313658,93,WeChat
45000019970125341X,69,WeChat
650000196901166410,39,WeChat
220000196506189268,63,WeChat
130000197612249124,100,WeChat
310000197101096967,72,WeChat
430000195505132942,12,WeChat
150000200201205651,90,WeChat
650000197906225111,71,WeChat
650000198101081418,4,WeChat
110000196007012219,96,WeChat
13000019540809711X,49,WeChat
370000199904155836,44,WeChat
510000200510121934,32,WeChat
350000196609022603,85,WeChat
340000199806106963,23,WeChat
410000196101036074,43,WeChat
420000195409076125,36,WeChat
360000195909150620,59,WeChat
430000199811302709,28,WeChat
110000198601212386,22,WeChat
150000198209060020,4,WeChat
150000198809280748,4,WeChat
540000197009155234,77,WeChat
440000200312191546,56,WeChat
220000199207126615,87,WeChat
640000200110135981,21,WeChat
450000195709278218,0,WeChat
410000195809030079,100,WeChat
120000199812191075,23,WeChat
370000200412030178,27,WeChat
650000199703164477,83,WeChat
310000199208055531,37,WeChat
350000199604219873,32,WeChat
520000198512038300,42,WeChat
210000197304265560,26,WeChat
210000200402152580,76,WeChat
130000200611298949,94,WeChat
510000196808050324,42,WeChat
430000198501190233,73,WeChat
330000196610075477,49,WeChat
210000198503153478,2,WeChat
450000196705124275,60,WeChat
610000197908193371,10,WeChat
